PNAME,POS,TEAM,YEAR,TYPE,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Brandon Jennings,G,mil,2018,34,2.2,5.9,37.3,0.6,2.4,25,1,1,100,1.6,3.5,45.7,1.017,0.42
Sean Kilpatrick,G,mil,2018,34,1.9,5.1,37.9,0.8,2.9,28.9,1.3,1.4,94.4,1.1,2.2,50,1.182,0.46
Tyler Zeller,C,mil,2018,34,2.2,3.9,55.3,0,0.2,0,1.2,1.3,87.5,2.2,3.8,57.8,1.404,0.55
Thon Maker,C,mil,2018,34,1.8,4.6,38.6,0.5,1.5,30.9,1.1,1.5,72.2,1.3,3.1,42.2,1.099,0.44
Jason Terry,G,mil,2018,34,1.4,2.9,49.4,0.9,2.1,42.6,0.2,0.2,85.7,0.5,0.8,68.2,1.373,0.65
Sterling Brown,SG,mil,2018,34,1.5,4,36.9,0.6,1.6,35.7,0.4,0.4,90.9,0.9,2.3,37.7,0.981,0.44
Matthew Dellavedova,PG,mil,2018,34,1.2,3.7,31.3,0.6,1.7,32.3,0.8,0.8,100,0.6,2,30.6,1,0.39
Gary Payton II,PG,mil,2018,34,0.9,2.7,31.6,0.1,1,14.3,0.3,0.4,66.7,0.7,1.7,41.7,0.789,0.34
Marshall Plumlee,C,mil,2018,34,0.2,0.6,33.3,0,0,0,1.6,2,80,0.2,0.6,33.3,3.333,0.33
DeAndre Liggins,G,mil,2018,34,0.7,2.3,30,0.3,1.4,22.2,0.1,0.2,50,0.4,0.9,41.7,0.767,0.37
Rashad Vaughn,G,mil,2018,34,0.6,1.3,50,0.4,0.9,46.2,0,0,0,0.2,0.4,60,1.333,0.67
Joel Bolomboy,PF,mil,2018,34,0.5,1,50,0,0.2,0,0.5,1,50,0.5,0.8,60,1.5,0.5
D.J. Wilson,PF,mil,2018,34,0.4,0.7,55.6,0.1,0.2,33.3,0.1,0.2,50,0.3,0.5,66.7,1.333,0.61
Xavier Munford,G,mil,2018,34,0.3,1.5,16.7,0,0.5,0,0.3,0.5,50,0.3,1,25,0.5,0.17
Giannis Antetokounmpo,PF,mil,2019,33,10.5,17.7,59.5,0.9,3.1,28,6.8,9.3,73.8,9.7,14.6,66.1,1.626,0.62
Khris Middleton,SF,mil,2019,33,7,14.8,47.3,2.5,6.4,39,2.8,3.2,85.9,4.5,8.4,53.6,1.3,0.56
Malcolm Brogdon,PG,mil,2019,33,5.9,11.8,50.3,1.7,3.6,46.5,2.3,2.5,94.9,4.3,8.2,51.9,1.346,0.57
Eric Bledsoe,PG,mil,2019,33,5.8,11.8,48.6,1.6,4.8,33.3,2.1,2.9,72.2,4.2,7,59.1,1.283,0.55
Brook Lopez,C,mil,2019,33,4.3,9.5,44.7,2.4,6.4,37,1.5,1.9,80,1.9,3.1,61,1.303,0.57
Nikola Mirotic,F,mil,2019,33,4.3,9.2,47.3,2.2,5.8,37.1,0.8,1.2,71.4,2.2,3.3,65,1.273,0.59
Pat Connaughton,SG,mil,2019,33,2.6,5.6,46.9,1.1,3.3,34.3,0.3,0.5,58.8,1.5,2.4,64.4,1.194,0.57
Ersan Ilyasova,PF,mil,2019,33,2.4,5.4,44.5,0.8,2.3,35.9,0.9,1.1,78.9,1.6,3.1,51,1.209,0.52
Sterling Brown,SG,mil,2019,33,2.4,5,48.4,0.8,2.4,35.1,0.6,0.8,74.1,1.6,2.6,61,1.264,0.57
George Hill,PG,mil,2019,33,2.1,5.2,40.3,0.8,2.5,30.5,1.1,1.4,76.5,1.3,2.7,49.2,1.161,0.48
Tony Snell,SF,mil,2019,33,2.1,4.7,45.2,1.1,2.7,39.2,0.6,0.7,92,1.1,2,53.5,1.268,0.57
Tim Frazier,PG,mil,2019,33,2.1,4.9,43.6,0.8,1.5,50,0.8,1.1,66.7,1.4,3.4,40.7,1.179,0.51
D.J. Wilson,PF,mil,2019,33,2.2,5.2,42.4,0.9,2.5,35,0.4,0.6,71.4,1.3,2.7,49.2,1.096,0.51
John Henson,PF,mil,2019,33,2.3,5.4,42.1,0.6,2.3,25,0.4,0.9,50,1.7,3.1,54.5,1.026,0.47
Donte DiVincenzo,SG,mil,2019,33,1.9,4.6,41.7,1,3.3,30.2,0.6,0.8,72.7,0.9,1.3,70.6,1.183,0.53
Bonzie Colson,F,mil,2019,33,1.6,3.8,42.1,0.8,2.2,36.4,0.8,1,80,0.8,1.6,50,1.263,0.53
Thon Maker,C,mil,2019,33,1.7,4.6,36.5,0.8,2.8,28.8,0.5,1,50,0.9,1.8,48.6,1.021,0.45
Christian Wood,PF,mil,2019,33,1.1,2.6,44.4,0.1,0.4,33.3,1,1.1,87.5,1,2.1,46.7,1.333,0.47
Jaylen Morris,G,mil,2019,33,1.3,2.3,57.1,0.3,0.3,100,0,0,0,1,2,50,1.286,0.64
Trevon Duval,G,mil,2019,33,1,2,50,1,1,100,0,0,0,0,1,0,1.5,0.75
Jason Smith,F,mil,2019,33,1,2.3,44.4,0.8,1.3,60,0,0,0,0.3,1,25,1.222,0.61
Matthew Dellavedova,PG,mil,2019,33,0.4,1.6,28.6,0.2,0.8,28.6,0.4,0.4,100,0.2,0.8,28.6,1,0.36
Pau Gasol,PF,mil,2019,33,0,1,0,0,1,0,1,2,50,0,0,0,1,0
Giannis Antetokounmpo,PF,mil,2019,34,9.5,17,56.1,0.6,2.6,22.9,7.1,9.8,72.1,8.9,14.4,62.1,1.572,0.58
Khris Middleton,SF,mil,2019,34,6.1,15.1,40.7,2.2,5.9,36.4,2.9,3.5,81.5,4,9.1,43.5,1.147,0.48
Eric Bledsoe,PG,mil,2019,34,6.3,13.1,48.2,1.6,4.9,32.4,2.5,3.2,77.7,4.7,8.2,57.5,1.273,0.54
Malcolm Brogdon,PG,mil,2019,34,5.9,11.6,50.8,1.6,4.1,39.2,2.1,2.3,90.4,4.3,7.6,57,1.331,0.58
Brook Lopez,C,mil,2019,34,4.5,9.9,45.6,2.2,6.2,36.1,1.3,1.4,89.7,2.3,3.7,61.6,1.266,0.57
Nikola Mirotic,F,mil,2019,34,3.8,10,37.5,2.3,6.5,34.6,1.9,2,93.8,1.5,3.5,42.9,1.163,0.49
George Hill,PG,mil,2019,34,2.8,6.3,44.8,0.7,2.9,25.8,1.2,1.3,87.1,2.1,3.4,60.8,1.2,0.51
Tim Frazier,PG,mil,2019,34,2.8,6.8,40.7,1,3,33.3,0.8,1,75,1.8,3.8,46.7,1.074,0.48
Pat Connaughton,SG,mil,2019,34,2.7,5.8,46.3,1,3.3,31.6,0.6,0.8,82.6,1.7,2.6,64.9,1.211,0.55
Ersan Ilyasova,PF,mil,2019,34,2.6,6,43.2,0.9,2.5,36.6,0.9,1.1,86.1,1.7,3.5,47.9,1.171,0.51
Sterling Brown,SG,mil,2019,34,2.6,5.9,44.4,1,2.7,37.1,0.3,0.6,60,1.6,3.2,50.6,1.118,0.53
Tony Snell,SF,mil,2019,34,2.3,5.1,45.1,1.1,2.8,40.2,0.4,0.4,82.4,1.2,2.3,51.2,1.197,0.56
D.J. Wilson,PF,mil,2019,34,2.1,5.3,40.5,1,2.8,37.3,0.7,1.4,48.5,1.1,2.5,44.1,1.135,0.5
John Henson,PF,mil,2019,34,2.1,4.1,51.7,1,2.1,46.7,0.4,0.6,75,1.1,2,57.1,1.379,0.64
Bonzie Colson,F,mil,2019,34,1.7,6.7,25,0.3,3.3,10,1.3,1.3,100,1.3,3.3,40,0.75,0.28
Thon Maker,C,mil,2019,34,1.7,2.7,63.2,0.6,1.4,47.4,0.6,1.1,60,1.1,1.4,78.9,1.737,0.75
Donte DiVincenzo,SG,mil,2019,34,1.8,4.6,39.1,0.6,2.9,22.5,0.1,0.1,100,1.1,1.7,66.7,0.938,0.46
Christian Wood,PF,mil,2019,34,0.7,1.2,57.1,0.3,0.3,100,0.5,1.2,42.9,0.3,0.8,40,1.857,0.71
Matthew Dellavedova,PG,mil,2019,34,0.7,1.7,40,0.7,1.3,50,0,0,0,0,0.3,0,1.2,0.6
Pau Gasol,PF,mil,2019,34,0.5,2.5,20,0.5,1,50,0,0,0,0,1.5,0,0.6,0.3
Isaiah Canaan,G,mil,2019,34,0.5,1.5,33.3,0.5,1.3,40,0,0,0,0,0.3,0,1,0.5
Jason Smith,F,mil,2019,34,0,2,0,0,2,0,1,1,100,0,0,0,0.5,0
Jaylen Morris,G,mil,2019,34,0,3,0,0,2,0,1,2,50,0,1,0,0.333,0
Trevon Duval,G,mil,2019,34,0.5,0.5,100,0,0,0,0,0,0,0.5,0.5,100,2,1
Giannis Antetokounmpo,PF,mil,2020,33,11.5,20.5,56,1.5,5,30.7,6.4,10.7,59.7,10,15.5,64.2,1.505,0.6
Khris Middleton,SF,mil,2020,33,7.4,14.5,51.4,2.4,5.5,43.6,3.1,3.5,90.4,5,9,56.1,1.41,0.6
Eric Bledsoe,PG,mil,2020,33,5.1,10.7,48.2,1.2,3.1,39.6,2.6,3.4,75,3.9,7.5,51.8,1.324,0.54
Brook Lopez,C,mil,2020,33,3.6,9.3,38.4,1.3,4.9,26.9,1.7,1.9,88.3,2.3,4.4,51.1,1.088,0.45
George Hill,PG,mil,2020,33,3.4,6.1,54.7,1.3,2.9,45.7,1.6,2,80,2,3.3,62.6,1.564,0.65
Wesley Matthews,SG,mil,2020,33,2.9,6.5,44.4,2,4.7,41.7,1.2,1.6,77.4,0.9,1.8,51.7,1.38,0.59
Donte DiVincenzo,SG,mil,2020,33,3.3,7.7,43.5,1.2,3.6,31.9,1,1.2,82.1,2.2,4.1,53.8,1.15,0.51
Ersan Ilyasova,PF,mil,2020,33,2.7,5.6,47.2,1.1,2.4,46.1,1.6,1.9,85,1.6,3.3,48.1,1.422,0.57
Kyle Korver,SG,mil,2020,33,2.2,5,43.6,1.7,4.1,42.9,0.5,0.6,94.4,0.5,1,46.7,1.327,0.61
Pat Connaughton,SG,mil,2020,33,2.5,4.8,51.3,1.1,2.7,39.5,0.5,0.7,72.7,1.4,2.1,66.2,1.351,0.62
Robin Lopez,C,mil,2020,33,2.6,4.9,53.8,0.5,1.5,34.7,0.5,0.8,60,2.1,3.3,62.6,1.282,0.59
Marvin Williams,F,mil,2020,33,1.8,4,45.8,0.7,2.5,26.7,0.2,0.2,100,1.2,1.5,77.8,1.125,0.54
Sterling Brown,SG,mil,2020,33,1.5,4.4,33.3,0.7,2.6,28.4,0.4,0.5,76.9,0.7,1.8,40.4,0.921,0.42
Dragan Bender,F,mil,2020,33,1.6,2.6,61.5,0.4,1,40,0.4,0.6,66.7,1.2,1.6,75,1.538,0.69
D.J. Wilson,PF,mil,2020,33,1.5,3.7,39.7,0.5,2,26.5,0.4,0.5,66.7,0.9,1.7,55.2,1.032,0.47
Frank Mason III,PG,mil,2020,33,1,3.2,31.3,0.2,1.4,14.3,1,1.6,62.5,0.8,1.8,44.4,1,0.34
Thanasis Antetokounmpo,SF,mil,2020,33,1.3,2.3,56.3,0,0.4,0,0.3,0.7,40,1.3,1.9,69.2,1.25,0.56
Giannis Antetokounmpo,PF,mil,2020,34,10.3,18.8,54.7,1.3,4.3,30.1,6.3,9.4,67,9,14.5,62,1.495,0.58
Khris Middleton,SF,mil,2020,34,7.8,16,48.3,2.3,5.9,39.7,3.6,3.8,92.7,5.4,10.1,53.4,1.335,0.56
Eric Bledsoe,PG,mil,2020,34,5.8,12.3,46.8,1.2,3.9,30.6,2.9,3.6,82.5,4.6,8.5,54.2,1.271,0.52
Brook Lopez,C,mil,2020,34,4.9,10.4,47.6,1.7,4.7,35.5,2.1,2.6,80.4,3.3,5.7,57.6,1.31,0.56
Frank Mason III,PG,mil,2020,34,4.5,8.8,51.4,1.3,3.5,35.7,1.3,2.3,55.6,3.3,5.3,61.9,1.314,0.59
Donte DiVincenzo,SG,mil,2020,34,3.7,7.8,47.3,1.4,3.9,35.1,0.9,1.4,66,2.3,3.9,59.4,1.239,0.56
George Hill,PG,mil,2020,34,3.2,6.6,49,1.4,3.1,46.3,1.3,1.5,89.1,1.8,3.5,51.4,1.397,0.6
Kyle Korver,SG,mil,2020,34,2.1,5.1,42.3,1.7,4.1,40.5,0.7,0.9,78.3,0.5,1,50,1.307,0.59
Sterling Brown,SG,mil,2020,34,2.2,5.5,40.1,1,2.7,36.2,0.8,1,81.5,1.2,2.8,43.8,1.134,0.49
Wesley Matthews,SG,mil,2020,34,2.1,6.1,34.5,1.3,4.1,30.5,0.3,0.4,73.3,0.8,1.9,43.1,0.951,0.45
Ersan Ilyasova,PF,mil,2020,34,2,4.3,45.9,0.5,2,24.6,0.7,0.9,77.8,1.5,2.3,63.9,1.188,0.52
Robin Lopez,C,mil,2020,34,1.9,4.2,44.1,0.5,1.6,32.1,0.4,0.8,46.4,1.3,2.6,51.7,1.098,0.5
Pat Connaughton,SG,mil,2020,34,1.7,4.2,39.5,0.6,2.3,26.3,0.4,0.5,83.3,1.1,1.9,55.2,1.034,0.47
Marvin Williams,F,mil,2020,34,1.3,3,42.4,0.7,2.2,33.3,0.5,0.5,83.3,0.5,0.8,66.7,1.242,0.55
D.J. Wilson,PF,mil,2020,34,1.4,3.5,39.1,0.5,2,23.1,0.3,0.5,55.6,0.9,1.5,60,0.986,0.46
Dragan Bender,F,mil,2020,34,1,4,25,1,2,50,0,0,0,0,2,0,0.75,0.38
Thanasis Antetokounmpo,SF,mil,2020,34,1.2,2.5,46.9,0,0.5,0,0.4,0.9,41.7,1.2,1.9,60,1.094,0.47
Vince Carter,G,tor,2002,33,9.9,22.2,44.6,2.3,5.6,42.2,4,5,80,7.6,16.6,45.4,1.179,0.5
Antonio Davis,PF,tor,2002,33,6,12.9,46.4,0,0,0,3.7,4.4,85.9,6,12.8,46.5,1.219,0.46
Morris Peterson,SG,tor,2002,33,5.5,12.9,42.5,1.5,4.3,35.9,1.9,2.5,75.7,3.9,8.6,45.7,1.114,0.48
Alvin Williams,PG,tor,2002,33,4.9,12,40.9,0.8,2.4,33.7,1.5,2,75.3,4.1,9.6,42.6,1.008,0.44
Keon Clark,PF,tor,2002,33,4.4,9.3,47.3,0,0.1,0,1.6,2.4,67,4.4,9.3,47.6,1.115,0.47
Jerome Williams,PF,tor,2002,33,3.2,6,53.2,0,0,0,2,2.9,67.9,3.2,6,53.2,1.398,0.53
Hakeem Olajuwon,C,tor,2002,33,3.1,7,44,0,0,0,0.7,1.2,62.2,3.1,6.9,44.2,0.986,0.44
Dell Curry,G,tor,2002,33,2.3,5.4,42.4,0.8,2,39.7,0.5,0.5,93.3,1.5,3.4,44,1.082,0.5
Tracy Murray,SF,tor,2002,33,2.1,4.8,42.7,0.8,2.3,34.8,0.3,0.4,75,1.3,2.5,50,1.083,0.51
Chris Childs,G,tor,2002,33,1.2,4.2,29.4,0.5,1.9,25,0.9,1.1,82.1,0.8,2.3,32.9,0.923,0.35
Mamadou N'diaye,C,tor,2002,33,0.7,1.7,40,0,0,0,2.3,2.7,87.5,0.7,1.7,40,2.2,0.4
Derrick Dial,SG,tor,2002,33,1.5,3.5,42.9,0,0.5,0,0.5,0.5,100,1.5,3,50,1,0.43
Jermaine Jackson,PG,tor,2002,33,1.3,2.3,53.6,0.1,0.2,50,0.7,1,66.7,1.2,2.2,53.8,1.393,0.55
Michael Stewart,PF,tor,2002,33,1,2.6,38.5,0,0,0,0.6,1,60,1,2.6,38.5,1,0.38
Eric Montross,C,tor,2002,33,1.1,2.9,37.3,0,0,0,0.2,0.6,38.5,1.1,2.9,37.9,0.821,0.37
Carlos Arroyo,PG,tor,2002,33,0.8,1.8,43.8,0,0,0,0,0,0,0.8,1.8,43.8,0.875,0.44
Michael Bradley,PF,tor,2002,33,0.7,1.3,50,0,0,0,0,0,0,0.7,1.3,50,1,0.5
Vince Carter,G,tor,2002,34,8.8,21.4,41,1.7,4.9,34.9,4.2,5.2,79.6,7.1,16.5,42.8,1.093,0.45
Morris Peterson,SG,tor,2002,34,5.2,11.6,45,1.2,3.1,36.9,2.2,2.9,74.7,4.1,8.5,48,1.186,0.5
Antonio Davis,PF,tor,2002,34,4.7,12.1,38.4,0,0,0,3.9,4.9,78.2,4.7,12.1,38.4,1.087,0.38
Keon Clark,PF,tor,2002,34,5,9.8,50.8,0,0.1,0,2.3,3.3,67.7,5,9.8,51,1.245,0.51
Alvin Williams,PG,tor,2002,34,4.9,11.7,42.2,0.7,2.3,30.5,1,1.4,71.2,4.2,9.4,45.1,0.992,0.45
Hakeem Olajuwon,C,tor,2002,34,3.3,6.7,49,0,0,0,0.8,1.6,51.1,3.3,6.7,49.3,1.099,0.49
Dell Curry,G,tor,2002,34,2.7,7,39.2,0.8,2.7,30.1,0.7,0.8,86.4,1.9,4.3,44.8,1,0.45
Jerome Williams,PF,tor,2002,34,2.3,5.4,43.6,0,0,0,2.1,3.1,67.3,2.3,5.4,43.6,1.256,0.44
Tracy Murray,SF,tor,2002,34,2.2,5.6,39.6,1.2,2.9,41.4,0.6,0.7,84.6,1,2.7,37.7,1.108,0.5
Derrick Dial,SG,tor,2002,34,1.7,4,41.7,0.3,0.7,50,1,1.3,75,1.3,3.3,40,1.167,0.46
Mamadou N'diaye,C,tor,2002,34,2,2.5,80,0,0,0,0.5,1,50,2,2.5,80,1.8,0.8
Chris Childs,G,tor,2002,34,1.6,4.4,35.9,0.5,1.6,30.4,0.7,0.9,81.3,1.1,2.8,39.2,1,0.42
Eric Montross,C,tor,2002,34,1.1,2.5,43.1,0,0,0,0.2,0.7,27.8,1.1,2.5,43.1,0.938,0.43
Carlos Arroyo,PG,tor,2002,34,0.8,1.6,46.2,0,0,0,0.5,0.8,66.7,0.8,1.6,46.2,1.231,0.46
Jermaine Jackson,PG,tor,2002,34,0.4,1.2,35.7,0,0,0,0.7,1,66.7,0.4,1.2,35.7,1.286,0.36
Michael Stewart,PF,tor,2002,34,0.5,1.7,30,0,0,0,0.5,1,50,0.5,1.7,30,0.9,0.3
Michael Bradley,PF,tor,2002,34,0.4,0.6,55.6,0,0.1,0,0.3,0.6,50,0.4,0.5,71.4,1.556,0.56
Vince Carter,G,tor,2003,33,8.1,17.1,47.2,0.9,2.7,32.8,2.9,3.5,82.7,7.2,14.5,49.8,1.165,0.5
Antonio Davis,PF,tor,2003,33,5.1,11.8,43,0,0,0,4.7,6,77.5,5.1,11.8,43,1.258,0.43
Morris Peterson,SG,tor,2003,33,5.3,13.6,39.1,1.5,4.5,32.6,2.3,2.9,79.7,3.9,9.1,42.2,1.057,0.44
Alvin Williams,PG,tor,2003,33,5.5,12.3,44.7,0.6,1.8,35.7,2.5,3.2,76.8,4.9,10.5,46.2,1.146,0.47
Voshon Lenard,SG,tor,2003,33,5,12.1,41.3,1.6,3.9,41.9,2.3,2.8,82,3.4,8.2,41.1,1.15,0.48
Lindsey Hunter,SG,tor,2003,33,3.8,10.6,35.6,1.2,3.9,30.9,1.4,1.9,74.1,2.6,6.7,38.3,0.96,0.41
Jerome Williams,PF,tor,2003,33,3.7,7.7,48.2,0,0,0,2.3,4.2,54.8,3.7,7.6,48.4,1.264,0.48
Rafer Alston,PG,tor,2003,33,3,6.8,45,1.2,2.6,47.7,0.6,0.9,65.2,1.8,4.2,43.3,1.172,0.54
Jelani McCoy,PF,tor,2003,33,2.9,6.1,48,0,0,0,1,1.7,58.2,2.9,6.1,48,1.12,0.48
Mamadou N'diaye,C,tor,2003,33,1.6,3.8,43.3,0,0,0,1.9,2.1,88.2,1.6,3.8,43.3,1.367,0.43
Michael Bradley,PF,tor,2003,33,2.3,4.7,49.3,0,0.1,0,0.2,0.6,38.9,2.3,4.6,50.3,1.034,0.49
Damone Brown,PF,tor,2003,33,1.5,7,21.4,0,0.5,0,1,1.5,66.7,1.5,6.5,23.1,0.571,0.21
Chris Jefferies,SG,tor,2003,33,1.4,3.3,43.9,0.2,1,25,0.5,0.7,76.5,1.2,2.3,51.7,1.11,0.48
Greg Foster,C,tor,2003,33,1.5,4.2,35.2,0,0,0,0.4,0.6,62.5,1.5,4.2,35.2,0.796,0.35
Maceo Baston,SF,tor,2003,33,1.2,1.8,65,0,0,0,0.4,0.5,66.7,1.2,1.8,65,1.5,0.65
Jermaine Jackson,PG,tor,2003,33,0.9,2.9,31.3,0.1,0.5,16.7,0.6,0.6,100,0.8,2.4,34.6,0.875,0.33
Art Long,F,tor,2003,33,1,3,33.3,0,0,0,0,0,0,1,3,33.3,0.667,0.33
Nate Huffman,C,tor,2003,33,1,1,100,0,0,0,0,0,0,1,1,100,2,1
Zendon Hamilton,C,tor,2003,33,0.5,1,50,0,0,0,0,0,0,0.5,1,50,1,0.5
Vince Carter,G,tor,2003,34,8.5,18.3,46.2,1.3,3.5,35.7,3.1,4,78.5,7.2,14.8,48.6,1.161,0.5
Voshon Lenard,SG,tor,2003,34,5.3,13.6,39.1,1.3,4.1,31.3,2.7,3.4,79,4,9.5,42.5,1.073,0.44
Morris Peterson,SG,tor,2003,34,5,12.6,39.4,1.4,3.9,35,2.5,3.1,78.3,3.6,8.7,41.4,1.093,0.45
Antonio Davis,PF,tor,2003,34,4.8,12.4,38.3,0,0,0,3.4,4.4,76.6,4.8,12.4,38.3,1.039,0.38
Alvin Williams,PG,tor,2003,34,4.6,10.9,42.7,0.6,1.9,30.3,2.3,2.9,79.8,4.1,8.9,45.4,1.123,0.45
Jerome Williams,PF,tor,2003,34,3.8,7.4,51.8,0,0.1,20,2.1,3.7,56.3,3.8,7.2,52.4,1.323,0.52
Lindsey Hunter,SG,tor,2003,34,3.5,10.2,34.6,1.1,3.5,32.7,0.9,1.3,70,2.4,6.7,35.6,0.895,0.4
Rafer Alston,PG,tor,2003,34,2.9,7.5,38,0.9,3,30.8,1,1.4,71,2,4.6,42.6,1.012,0.44
Jelani McCoy,PF,tor,2003,34,2.9,5.7,50.3,0,0,0,1.1,2.1,52.1,2.9,5.7,50.3,1.195,0.5
Damone Brown,PF,tor,2003,34,2.7,7,38.1,0,0.3,0,1.3,1.7,80,2.7,6.7,40,0.952,0.38
Mamadou N'diaye,C,tor,2003,34,2.1,4.7,45.5,0,0,0,1.4,2.1,63.3,2.1,4.7,45.5,1.197,0.45
Michael Bradley,PF,tor,2003,34,2.2,4.7,47,0,0.1,33.3,0.8,1.4,57.1,2.2,4.6,47.3,1.113,0.47
Greg Foster,C,tor,2003,34,1.8,4.3,41.2,0.1,0.3,25,1.3,1.5,87.5,1.7,4,42.2,1.147,0.42
Chris Jefferies,SG,tor,2003,34,1.5,4.3,34.8,0.5,1.2,40,0.6,1,61.5,1,3.2,32.9,0.946,0.4
Zendon Hamilton,C,tor,2003,34,1,3,33.3,0,0,0,2,2,100,1,3,33.3,1.333,0.33
Art Long,F,tor,2003,34,1.7,4.3,38.5,0.3,0.7,50,0.3,1.7,20,1.3,3.7,36.4,0.923,0.42
Nate Huffman,C,tor,2003,34,1.3,4,33.3,0,0,0,0.8,1.3,62.5,1.3,4,33.3,0.875,0.33
Jermaine Jackson,PG,tor,2003,34,0.8,2.8,30.6,0,0.2,0,1.2,1.5,80,0.8,2.5,33.3,1.056,0.31
Maceo Baston,SF,tor,2003,34,0.4,1,40,0,0,0,1.2,1.2,100,0.4,1,40,2,0.4
Vince Carter,G,tor,2004,33,8.3,19.1,43.2,1.1,3.2,35.7,4.3,5.5,78.4,7.1,15.9,44.7,1.15,0.46
Donyell Marshall,PF,tor,2004,33,6.5,14,46.3,1.7,4.6,37.2,1.8,2.2,80,4.8,9.4,50.8,1.175,0.52
Jalen Rose,SG,tor,2004,33,6.2,15,41.3,0.8,3,27.8,2.9,3.6,80.6,5.3,12,44.7,1.074,0.44
Chris Bosh,PF,tor,2004,33,4.7,10,47.2,0,0.2,14.3,2.6,3.6,72.9,4.7,9.8,47.8,1.208,0.47
Antonio Davis,PF,tor,2004,33,4.1,9.6,43.3,0,0,0,2.6,3.4,75,4.1,9.6,43.3,1.134,0.43
Morris Peterson,SG,tor,2004,33,3.2,7.6,41.7,1.7,4.5,37.5,1.1,1.3,81.5,1.5,3.1,47.7,1.196,0.53
Alvin Williams,PG,tor,2004,33,3.7,9.2,39.7,0.6,1.7,32.7,0.9,1.1,78.8,3.1,7.5,41.3,0.951,0.43
Jerome Williams,PF,tor,2004,33,2.1,3.6,60,0,0,0,1.9,2.4,76.5,2.1,3.6,60,1.72,0.6
Lonny Baxter,PF,tor,2004,33,2.1,4.3,47.4,0,0.1,0,1,2,50,2.1,4.3,48.1,1.179,0.47
Milt Palacio,PG,tor,2004,33,2.1,5.1,40.8,0.1,0.5,14.3,0.8,1.3,61,2,4.6,43.4,0.987,0.41
Lamond Murray,SF,tor,2004,33,1.9,6.1,31.4,0.4,1.7,20.8,0.6,0.7,80,1.6,4.4,35.5,0.779,0.34
Dion Glover,SG,tor,2004,33,1.9,4.9,38.2,0.4,1.3,33.3,0.6,1.1,50,1.4,3.6,40,0.971,0.43
Roger Mason Jr.,SG,tor,2004,33,1.5,3.7,39,0.6,1.4,46.7,0.7,0.8,88.9,0.8,2.4,34.6,1.146,0.48
Rod Strickland,PG,tor,2004,33,1.8,5.4,32.7,0,0.3,0,0.4,0.4,100,1.8,5.1,34.8,0.735,0.33
Michael Curry,SF,tor,2004,33,1.1,2.8,38.3,0.1,0.3,22.2,0.8,0.9,81.3,1,2.5,40,1.064,0.39
Jerome Moiso,C,tor,2004,33,1.1,2.2,51.3,0,0,0,0.4,0.8,46.7,1.1,2.2,51.3,1.205,0.51
Jannero Pargo,PG,tor,2004,33,1,5.5,18.2,0,1,0,0,0,0,1,4.5,22.2,0.364,0.18
Robert Archibald,PF,tor,2004,33,0.5,1.1,41.2,0,0,0,0.7,1.3,52.6,0.5,1.1,41.2,1.412,0.41
Corie Blount,PF,tor,2004,33,0.6,2.5,25,0,0,0,0.1,0.3,50,0.6,2.5,25,0.55,0.25
Rick Brunson,PG,tor,2004,33,0.5,1,50,0,0,0,0,0,0,0.5,1,50,1,0.5
Mengke Bateer,C,tor,2004,33,0.3,0.3,100,0,0,0,0,0,0,0.3,0.3,100,2,1
Michael Bradley,PF,tor,2004,33,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0
Vince Carter,G,tor,2004,34,8.4,20.8,40.4,1.4,3.5,40.6,4.9,5.9,82.6,7,17.3,40.4,1.111,0.44
Jalen Rose,SG,tor,2004,34,6.1,15.1,40.6,1,2.9,34.8,3,3.6,83.9,5.1,12.2,42,1.08,0.44
Donyell Marshall,PF,tor,2004,34,6,12.8,47.2,1.9,4.4,43.7,1.9,2.7,69,4.1,8.3,49.1,1.242,0.55
Chris Bosh,PF,tor,2004,34,4,9,44.6,0.1,0.2,57.1,2.8,4.1,67.7,3.9,8.8,44.3,1.211,0.45
Alvin Williams,PG,tor,2004,34,3.5,8.5,41.5,0.4,1.5,25,1.5,1.9,76.9,3.1,7,45,1.048,0.44
Morris Peterson,SG,tor,2004,34,2.6,6.7,39.3,1.4,3.8,36.5,0.8,1,80,1.2,2.9,42.9,1.109,0.5
Lamond Murray,SF,tor,2004,34,2.6,6.8,38,0.8,1.9,44.4,0.8,1.3,64,1.7,4.9,35.5,1.008,0.44
Antonio Davis,PF,tor,2004,34,2.1,6.6,32.1,0,0,0,2.4,3.1,76,2.1,6.6,32.1,1,0.32
Rod Strickland,PG,tor,2004,34,2,5.8,34.3,0,0,0,1.8,3,61.1,2,5.8,34.3,1,0.34
Jannero Pargo,PG,tor,2004,34,2.3,6,38.9,0,1,0,0,0,0,2.3,5,46.7,0.778,0.39
Dion Glover,SG,tor,2004,34,1.7,4.4,38.7,0.1,0.7,20,0.9,0.9,100,1.6,3.7,42.3,1,0.4
Jerome Williams,PF,tor,2004,34,1.6,4,40.6,0,0.1,0,1,1.5,66.7,1.6,3.9,41.9,1.063,0.41
